date,post_fit_start_time,post_fit_start_count,post_fit_peak_time,post_fit_peak_count,post_fit_end_time,post_fit_end_count,complex_region,active_region,multi_flare_region_flag,multi_flare_unresolved_flag,flare_class_with_bg,flare_class_without_bg,mean_background,flare amplitude,fit_param_Aprime,fit_param_mu,fit_param_sigma,fit_param_tau,redchisq,rsquared,snr,pre_fit_start_time,pre_fit_start_count,pre_fit_peak_time,pre_fit_peak_count,pre_fit_end_time,pre_fit_end_count,flag
20220824,71.0,9339987895.9,142.0,75370907344.15,220.0,7535360251.56,11,True,True,True,X6998060,X753709,624435170635.75,78735070235.13,308865402532.43,132.46,33.96,10.85,7.424003782170317e+20,0.421,5668570.04,71.0,8661965243.38,126.0,111776508071.79,224.0,4532610144.54,True
20220824,185.0,203710919.4,224.0,2036100516.37,224.0,2036100516.37,11,True,True,True,X6264712,X20361,624435170635.75,32591909188689.3,1702660006671.54,431.69,64.17,1539.44,7.424003782170317e+20,-0.001,-120956.02,71.0,-677990562.9,92.0,82146078482.34,224.0,610517734.74,True
20220824,71.0,0.0,135.0,34512647724.36,224.0,4229456105.68,11,True,True,True,X6589478,X345126,624435170635.75,34842469876.4,310962471579.65,129.27,42.86,6.02,7.424003782170317e+20,0.114,2946150.33,71.0,-678022652.52,92.0,102908836086.26,224.0,2803873324.06,True
20220824,71.0,0.0,71.0,0.0,71.0,0.0,11,True,True,True,X6244351,sub-A,624435170635.75,2472280477215617.5,2637470863860.19,334.4,2.08,2441.02,7.424003782170317e+20,-0.0,0.0,71.0,-678022652.52,92.0,82145875996.67,224.0,-1425582781.62,True
20220824,225.0,74369140888.45,225.0,74369140888.45,308.0,54211106862.13,6,True,True,True,X5669833,X743691,492614175765.52,276430409284.41,69749368502.56,55.56,52.64,261.48,8.375801027501307e+20,0.035,5100381.69,225.0,74502084806.4,277.0,138230416872.77,308.0,107095401356.57,True
20220824,225.0,49426769213.23,308.0,59970228691.66,308.0,59970228691.66,6,True,True,True,X5525844,X599702,492614175765.52,61382594251.21,536452262016.1,312.18,171.49,24.59,8.375801027501308e+20,0.017,4439077.06,225.0,49559713131.19,277.0,134513934985.58,308.0,112854523186.1,True
20220824,225.0,0.0,226.0,58544780160.9,238.0,24231216968.94,6,True,True,True,X5511589,X585447,492614175765.52,54262955612.31,504347617876.85,322.38,100.88,13.6,8.375801027501308e+20,0.028,388916.49,225.0,132943917.95,277.0,122672349734.86,308.0,104670695536.86,True
20220824,301.0,277119007.14,308.0,2718851737.58,308.0,2718851737.58,6,True,True,True,X4953330,X27188,492614175765.52,49007750590685.82,342228784630.79,334.72,10.07,1807.15,8.375801027501307e+20,-0.0,-127460.34,225.0,132943917.95,277.0,77197420070.33,308.0,55603146232.03,True
20220824,309.0,0.0,356.0,38023938042.95,383.0,3645139623.93,6,True,False,True,X6913531,X380239,653329239279.59,10716861073439.06,19869731114.74,355.49,0.02,11.51,6.800038910616881e+20,0.106,314878.75,309.0,23843917458.69,318.0,74294662087.6,392.0,39664474099.32,True
20220824,2607.0,416852456.62,2697.0,4152877165.44,2988.0,1863633164.42,43,True,True,True,X4944812,X41528,490328364348.61,24984853500.39,2493637508.43,2644.69,27.68,347.64,8.212038384592273e+20,0.003,975760.61,393.0,-5034694386.79,2636.0,81597182988.48,2988.0,-2192548362.44,True
