date,post_fit_start_time,post_fit_start_count,post_fit_peak_time,post_fit_peak_count,post_fit_end_time,post_fit_end_count,complex_region,active_region,multi_flare_region_flag,multi_flare_unresolved_flag,flare_class_with_bg,flare_class_without_bg,mean_background,flare amplitude,fit_param_Aprime,fit_param_mu,fit_param_sigma,fit_param_tau,redchisq,rsquared,snr,pre_fit_start_time,pre_fit_start_count,pre_fit_peak_time,pre_fit_peak_count,pre_fit_end_time,pre_fit_end_count,flag
20240403,2105.0,2.43,2265.0,21.21,5495.0,2.11,31,False,True,True,B2,A2,212.24,275.11,11.59,2163.22,46.76,1391.29,56.729,0.405,141.26,295.0,23.42,2315.0,37.82,7735.0,-12.51,True
20240403,295.0,0.0,1575.0,27.08,2035.0,2.59,31,False,True,True,B2,A2,212.24,29.55,218.94,1437.02,248.93,42.11,56.729,0.249,63.81,295.0,23.42,1645.0,35.45,7735.0,-12.93,True
20240403,9265.0,10.64,9405.0,126.79,9645.0,13.0,10,False,True,True,B3,B1,203.44,190.06,152.76,9358.19,54.69,85.28,37.698,0.955,110.45,7855.0,3.7,9395.0,134.01,10255.0,1.66,True
20240403,8315.0,2.5,8395.0,29.5,8675.0,2.98,10,False,True,True,B2,A2,203.44,79.58,22.42,8355.55,26.24,116.7,37.698,0.472,22.65,7855.0,3.7,8435.0,29.59,10255.0,1.65,True
20240403,11055.0,21.01,11105.0,183.8,11385.0,18.23,4,False,True,True,B3,B1,201.33,778.57,120.77,11074.69,14.82,119.73,267.244,0.757,116.83,10375.0,-1.95,11105.0,186.98,13735.0,-1.3,True
20240403,11615.0,32.46,11955.0,306.89,12315.0,29.9,4,False,True,True,B5,B3,201.33,316.16,1544.21,11920.04,158.68,40.72,267.244,0.962,483.85,10375.0,-1.95,11975.0,336.1,13735.0,-1.3,True
20240403,11415.0,10.88,11555.0,111.59,11705.0,11.36,4,False,True,True,B3,B1,201.33,113.99,716.46,11547.23,66.21,13.2,267.244,0.609,84.95,10375.0,-1.95,11585.0,122.28,13735.0,-1.3,True
20240403,14205.0,1.8,14495.0,17.97,14765.0,2.47,5,False,True,True,B2,A1,186.28,18.93,67.54,14448.98,128.51,45.14,25.798,0.613,30.34,13855.0,4.56,14535.0,26.9,14765.0,-0.46,True
20240403,13855.0,11.43,13855.0,11.43,14705.0,1.15,5,False,True,True,B1,A1,186.28,11.58,91.36,13774.33,399.43,63.46,25.798,0.312,27.66,13855.0,15.99,14035.0,23.0,14765.0,-2.1,True
20240403,20555.0,2.69,20635.0,41.72,21565.0,4.2,12,False,False,True,B2,A4,188.85,370.4,23.73,20587.38,20.59,402.93,34.416,0.78,85.75,20095.0,-7.83,20615.0,43.16,22255.0,-3.4,True
