date,post_fit_start_time,post_fit_start_count,post_fit_peak_time,post_fit_peak_count,post_fit_end_time,post_fit_end_count,complex_region,active_region,multi_flare_region_flag,multi_flare_unresolved_flag,flare_class_with_bg,flare_class_without_bg,mean_background,flare amplitude,fit_param_Aprime,fit_param_mu,fit_param_sigma,fit_param_tau,redchisq,rsquared,snr,pre_fit_start_time,pre_fit_start_count,pre_fit_peak_time,pre_fit_peak_count,pre_fit_end_time,pre_fit_end_count,flag
20240408,9445.0,59.4,11805.0,588.7,14685.0,64.64,1,True,False,True,B9,B5,385.99,710.14,1088.23,11189.29,1005.24,822.15,322.17,0.992,4000.67,8575.0,19.19,11685.0,632.58,14685.0,77.46,True
20240408,14695.0,143.0,15475.0,491.78,18755.0,49.26,1,True,False,True,B7,B4,274.56,1156.57,400.01,14994.77,367.24,1330.79,1256.638,0.948,3339.2,14695.0,270.12,15515.0,596.39,22975.0,-26.31,True
20240408,26245.0,3.41,26505.0,36.65,27045.0,3.65,12,False,True,True,B2,A3,230.11,63.12,37.59,26401.07,97.48,205.12,35.175,0.729,66.31,25015.0,-5.15,26465.0,46.84,28015.0,-6.7,True
20240408,25635.0,3.84,25795.0,40.89,26855.0,4.07,12,False,True,True,B2,A4,230.11,182.08,26.16,25708.14,51.36,448.11,35.175,0.773,98.28,25015.0,-5.15,25815.0,49.76,28015.0,-6.43,True
20240408,44095.0,2.04,44305.0,20.53,44515.0,3.45,12,False,True,False,B2,A2,194.49,24.45,39.7,44248.78,87.68,67.66,27.648,0.468,26.68,43615.0,2.41,44255.0,28.38,46615.0,-8.11,True
20240408,43615.0,20.24,44905.0,39.36,46615.0,9.41,12,False,True,False,B2,A3,194.49,43.16,112.36,44395.0,958.61,461.55,27.648,0.748,351.28,43615.0,22.65,45115.0,51.23,46615.0,1.3,True
20240408,62485.0,8.48,62665.0,89.12,63305.0,8.92,6,False,True,False,B2,A8,194.85,225.66,69.74,62581.01,64.22,260.44,32.84,0.949,158.83,61255.0,9.04,62675.0,89.7,63615.0,1.97,True
20240408,61475.0,1.41,62325.0,13.75,63615.0,1.4,6,False,True,False,B2,A1,194.85,18.9,18.9,62045.0,346.6,434.4,32.84,0.41,73.39,61255.0,9.38,62605.0,28.18,63615.0,0.66,True
20240408,84515.0,35.18,84625.0,387.77,85355.0,38.89,2,False,True,True,B5,B3,199.87,1836.15,244.76,84562.72,33.2,312.14,131.982,0.981,570.7,82015.0,-9.34,84635.0,427.39,86095.0,-2.97,True
20240408,83695.0,3.22,83885.0,32.12,86095.0,25.36,2,False,True,True,B2,A3,199.87,2778.29,16.31,83751.12,43.59,9306.62,131.982,0.602,322.38,82015.0,-9.34,84635.0,74.01,86095.0,18.75,True
